医院,姓名,科室,评分,擅长,简介
上海中医药大学附属岳阳医院,周恩元,中医骨科,3.5,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
上海中医药大学附属岳阳医院,宋文宝,中医呼吸科,3.4,中医呼吸科常见病、多发病诊治,主任医师，中医呼吸科专科，从事临床工作多年，具有丰富的临床经验。
上海中医药大学附属岳阳医院,姚亮,中医呼吸科,3.4,中医呼吸科常见病、多发病诊治,主任医师，中医呼吸科专科，从事临床工作多年，具有丰富的临床经验。
上海中医药大学附属岳阳医院,陈菲,中医科,3.5,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,方剑萍,中医科,3.4,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,顾家政,中医科,3.4,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,何立人,中医科,3.5,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,季伟苹,中医科,3.4,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,李其忠,中医科,3.5,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,林真寿,中医科,3.5,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,刘淑英,中医科,3.3,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,陆涛,中医科,3.3,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,陆雄,中医科,3.4,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,倪克中,中医科,3.4,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,彭培初,中医科,3.4,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,邱丽瑛,中医科,3.6,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,沈庆法,中医科,3.5,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,沈蓉,中医科,3.6,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,沈施德,中医科,3.4,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,施晓芬,中医科,3.4,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,王庆其,中医科,3.4,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,王亚平,中医科,3.5,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,王忆勤,中医科,3.4,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,魏华凤,中医科,3.4,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,吴鸿洲,中医科,3.4,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,徐建玉,中医科,3.4,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,徐敏华,中医科,3.4,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,严可斌,中医科,3.4,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,严世芸,中医科,3.6,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,杨炳初,中医科,3.4,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,杨翠兰,中医科,3.4,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,要全保,中医科,3.6,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,张春涛,中医科,3.4,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,张存钧,中医科,3.4,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,张庆荃,中医科,3.4,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,张振贤,中医科,3.4,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,张志枫,中医科,3.6,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,周国琪,中医科,3.4,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
上海中医药大学附属岳阳医院,朴雪梅,中医免疫内科,3.5,中医免疫内科常见病、多发病诊治,主任医师，中医免疫内科专科，从事临床工作多年，具有丰富的临床经验。
上海中医药大学附属岳阳医院,薛鸾,中医免疫内科,3.6,中医免疫内科常见病、多发病诊治,主任医师，中医免疫内科专科，从事临床工作多年，具有丰富的临床经验。
上海中医药大学附属岳阳医院,王古道,中医男科,3.4,中医男科常见病、多发病诊治,主任医师，中医男科专科，从事临床工作多年，具有丰富的临床经验。
上海中医药大学附属岳阳医院,郑敏,中医内分泌,3.3,中医内分泌常见病、多发病诊治,主任医师，中医内分泌专科，从事临床工作多年，具有丰富的临床经验。
上海中医药大学附属岳阳医院,陈洁,中医皮肤科,3.6,中医皮肤科常见病、多发病诊治,主任医师，中医皮肤科专科，从事临床工作多年，具有丰富的临床经验。
上海中医药大学附属岳阳医院,顾荻青,中医皮肤科,3.3,中医皮肤科常见病、多发病诊治,主任医师，中医皮肤科专科，从事临床工作多年，具有丰富的临床经验。
上海中医药大学附属岳阳医院,秦万章,中医皮肤科,3.5,中医皮肤科常见病、多发病诊治,主任医师，中医皮肤科专科，从事临床工作多年，具有丰富的临床经验。
上海中医药大学附属岳阳医院,徐蓉,中医皮肤科,3.3,中医皮肤科常见病、多发病诊治,主任医师，中医皮肤科专科，从事临床工作多年，具有丰富的临床经验。
上海中医药大学附属岳阳医院,周敏,中医皮肤科,3.4,中医皮肤科常见病、多发病诊治,主任医师，中医皮肤科专科，从事临床工作多年，具有丰富的临床经验。
上海中医药大学附属岳阳医院,陆清,中医乳腺外科,3.7,乳腺癌的早期诊断与综合治疗、乳腺良性疾病,主任医师，乳腺外科专科，在乳腺疾病诊治方面有丰富经验。
上海中医药大学附属岳阳医院,顾慎为,中医神经内科,3.4,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
上海中医药大学附属岳阳医院,韩燕,中医神经内科,3.8,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
上海中医药大学附属岳阳医院,汪涛,中医神经内科,3.5,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
上海中医药大学附属岳阳医院,张秋娟,中医神经内科,3.5,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
上海中医药大学附属岳阳医院,张云云,中医神经内科,3.6,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
上海中医药大学附属岳阳医院,王怡,中医肾病内科,3.4,中医肾病内科常见病、多发病诊治,主任医师，中医肾病内科专科，从事临床工作多年，具有丰富的临床经验。
上海中医药大学附属岳阳医院,薛晓红,中医外科,3.3,中医外科常见病、多发病诊治,主任医师，中医外科专科，从事临床工作多年，具有丰富的临床经验。
上海中医药大学附属岳阳医院,周家乐,中医外科,3.4,中医外科常见病、多发病诊治,主任医师，中医外科专科，从事临床工作多年，具有丰富的临床经验。
上海中医药大学附属岳阳医院,黄平,中医五官科,3.5,中医五官科常见病、多发病诊治,主任医师，中医五官科专科，从事临床工作多年，具有丰富的临床经验。
上海中医药大学附属岳阳医院,李明,中医五官科,3.5,中医五官科常见病、多发病诊治,主任医师，中医五官科专科，从事临床工作多年，具有丰富的临床经验。
上海中医药大学附属岳阳医院,刘福官,中医五官科,3.3,中医五官科常见病、多发病诊治,主任医师，中医五官科专科，从事临床工作多年，具有丰富的临床经验。
上海中医药大学附属岳阳医院,张剑宁,中医五官科,3.5,中医五官科常见病、多发病诊治,主任医师，中医五官科专科，从事临床工作多年，具有丰富的临床经验。
上海中医药大学附属岳阳医院,方盛泉,中医消化科,3.5,中医消化科常见病、多发病诊治,主任医师，中医消化科专科，从事临床工作多年，具有丰富的临床经验。
上海中医药大学附属岳阳医院,史燕敏,中医消化科,3.5,中医消化科常见病、多发病诊治,主任医师，中医消化科专科，从事临床工作多年，具有丰富的临床经验。
上海中医药大学附属岳阳医院,章利群,中医消化科,3.4,中医消化科常见病、多发病诊治,主任医师，中医消化科专科，从事临床工作多年，具有丰富的临床经验。
上海中医药大学附属岳阳医院,周秉舵,中医消化科,3.4,中医消化科常见病、多发病诊治,主任医师，中医消化科专科，从事临床工作多年，具有丰富的临床经验。
上海中医药大学附属岳阳医院,朱生樑,中医消化科,3.4,中医消化科常见病、多发病诊治,主任医师，中医消化科专科，从事临床工作多年，具有丰富的临床经验。
上海中医药大学附属岳阳医院,邓中龙,中医心内科,3.5,冠心病、高血压、心律失常、心力衰竭,主任医师，心内科专科，在心血管疾病诊治方面有丰富经验。
上海中医药大学附属岳阳医院,樊民,中医心内科,3.6,冠心病、高血压、心律失常、心力衰竭,主任医师，心内科专科，在心血管疾病诊治方面有丰富经验。
上海中医药大学附属岳阳医院,符德玉,中医心内科,3.5,冠心病、高血压、心律失常、心力衰竭,主任医师，心内科专科，在心血管疾病诊治方面有丰富经验。
上海中医药大学附属岳阳医院,钱义明,中医心内科,3.4,冠心病、高血压、心律失常、心力衰竭,主任医师，心内科专科，在心血管疾病诊治方面有丰富经验。
上海中医药大学附属岳阳医院,张利亮,中医心内科,3.3,冠心病、高血压、心律失常、心力衰竭,主任医师，心内科专科，在心血管疾病诊治方面有丰富经验。
上海中医药大学附属岳阳医院,胡明辉,中医血液科,3.5,白血病、淋巴瘤、贫血,主任医师，血液科专科，在血液系统疾病诊治方面有丰富经验。
上海中医药大学附属岳阳医院,徐庆,中医眼科,3.2,白内障、青光眼、视网膜疾病、角膜疾病,主任医师，眼科专科，从事眼科临床诊疗工作多年。
上海中医药大学附属岳阳医院,范忠泽,中医肿瘤科,3.5,中医肿瘤科常见病、多发病诊治,主任医师，中医肿瘤科专科，从事临床工作多年，具有丰富的临床经验。
上海中医药大学附属岳阳医院,许玲,中医肿瘤科,3.4,中医肿瘤科常见病、多发病诊治,主任医师，中医肿瘤科专科，从事临床工作多年，具有丰富的临床经验。
上海中医药大学附属岳阳医院,张微微,中医肿瘤科,3.4,中医肿瘤科常见病、多发病诊治,主任医师，中医肿瘤科专科，从事临床工作多年，具有丰富的临床经验。
上海中医药大学附属岳阳医院,张学民,中医肿瘤科,3.5,中医肿瘤科常见病、多发病诊治,主任医师，中医肿瘤科专科，从事临床工作多年，具有丰富的临床经验。
北京朝阳医院,权红,中医科,3.5,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
北京朝阳医院,初玉平,中医肿瘤科,3.6,中医肿瘤科常见病、多发病诊治,主任医师，中医肿瘤科专科，从事临床工作多年，具有丰富的临床经验。
北京大学第三医院,黄壮,中医骨科,3.7,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
北京大学第三医院,和岚,中医科,3.6,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
北京大学深圳医院,杨岩,中医按摩科,3.3,中医按摩科常见病、多发病诊治,主任医师，中医按摩科专科，从事临床工作多年，具有丰富的临床经验。
北京大学深圳医院,曾君望,中医科,3.5,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
北京大学深圳医院,郑洁,中医科,3.5,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
北京大学深圳医院,易细香,中医眼科,3.4,白内障、青光眼、视网膜疾病、角膜疾病,主任医师，眼科专科，从事眼科临床诊疗工作多年。
北京儿童医院,陈芳,中医儿科,3.6,儿童呼吸系统疾病、儿童消化系统疾病、儿童体质调理,主任医师，中医儿科专科，擅长运用中医中药治疗儿科疾病。
北京儿童医院,郝静,中医儿科,3.6,儿童呼吸系统疾病、儿童消化系统疾病、儿童体质调理,主任医师，中医儿科专科，擅长运用中医中药治疗儿科疾病。
北京儿童医院,何强,中医儿科,3.6,儿童呼吸系统疾病、儿童消化系统疾病、儿童体质调理,主任医师，中医儿科专科，擅长运用中医中药治疗儿科疾病。
北京儿童医院,胡艳,中医儿科,3.7,儿童呼吸系统疾病、儿童消化系统疾病、儿童体质调理,主任医师，中医儿科专科，擅长运用中医中药治疗儿科疾病。
北京儿童医院,刘慧丽,中医儿科,3.6,儿童呼吸系统疾病、儿童消化系统疾病、儿童体质调理,主任医师，中医儿科专科，擅长运用中医中药治疗儿科疾病。
北京儿童医院,卢燕,中医儿科,4.3,儿童呼吸系统疾病、儿童消化系统疾病、儿童体质调理,主任医师，中医儿科专科，擅长运用中医中药治疗儿科疾病。
北京儿童医院,吕忠礼,中医儿科,3.8,儿童呼吸系统疾病、儿童消化系统疾病、儿童体质调理,主任医师，中医儿科专科，擅长运用中医中药治疗儿科疾病。
北京儿童医院,杨燕,中医儿科,3.6,儿童呼吸系统疾病、儿童消化系统疾病、儿童体质调理,主任医师，中医儿科专科，擅长运用中医中药治疗儿科疾病。
北京儿童医院,幺远,中医儿科,4.0,儿童呼吸系统疾病、儿童消化系统疾病、儿童体质调理,主任医师，中医儿科专科，擅长运用中医中药治疗儿科疾病。
北京天坛医院,李焕芹,针灸科,3.5,针灸治疗神经系统疾病、针灸止痛,主任医师，针灸科专科，在针灸治疗方面有丰富经验。
北京天坛医院,范愈燕,中医科,3.7,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
北京协和医院,孙华,针灸科,3.8,针灸治疗神经系统疾病、针灸止痛,主任医师，针灸科专科，在针灸治疗方面有丰富经验。
北京协和医院,房繄恭,中医妇产科,3.3,月经病、不孕症、更年期综合征,主任医师，中医妇产科专科，擅长运用中医中药治疗妇产科疾病。
北京协和医院,董振华,中医科,4.1,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
北京协和医院,梁晓春,中医科,3.8,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
北京协和医院,屈岭,中医科,3.8,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
北京协和医院,田国庆,中医科,3.8,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
北京协和医院,王庆民,中医科,3.7,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
北京协和医院,尹德海,中医科,3.7,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
北京协和医院,张晓阳,中医科,3.7,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
广东省妇幼保健院,徐宁,中医儿科,3.6,儿童呼吸系统疾病、儿童消化系统疾病、儿童体质调理,主任医师，中医儿科专科，擅长运用中医中药治疗儿科疾病。
广东省妇幼保健院,易爱文,中医儿科,3.6,儿童呼吸系统疾病、儿童消化系统疾病、儿童体质调理,主任医师，中医儿科专科，擅长运用中医中药治疗儿科疾病。
广东省妇幼保健院,詹新林,中医妇产科,3.6,月经病、不孕症、更年期综合征,主任医师，中医妇产科专科，擅长运用中医中药治疗妇产科疾病。
广东省妇幼保健院,赵春梅,中医妇产科,3.6,月经病、不孕症、更年期综合征,主任医师，中医妇产科专科，擅长运用中医中药治疗妇产科疾病。
广东省妇幼保健院,邓雪梅,中医科,3.2,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
广东省妇幼保健院,杜鹏,中医男科,3.7,中医男科常见病、多发病诊治,主任医师，中医男科专科，从事临床工作多年，具有丰富的临床经验。
广东省妇幼保健院,郑毅春,中医男科,3.6,中医男科常见病、多发病诊治,主任医师，中医男科专科，从事临床工作多年，具有丰富的临床经验。
广东省人民医院,陈民,中医骨科,3.3,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广东省人民医院,王昌俊,中医科,3.7,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
广东省中医院,奎瑜,针灸科,3.5,针灸治疗神经系统疾病、针灸止痛,主任医师，针灸科专科，在针灸治疗方面有丰富经验。
广东省中医院,李滋平,针灸科,3.5,针灸治疗神经系统疾病、针灸止痛,主任医师，针灸科专科，在针灸治疗方面有丰富经验。
广东省中医院,谢长才,针灸科,3.6,针灸治疗神经系统疾病、针灸止痛,主任医师，针灸科专科，在针灸治疗方面有丰富经验。
广东省中医院,徐振华,针灸科,3.5,针灸治疗神经系统疾病、针灸止痛,主任医师，针灸科专科，在针灸治疗方面有丰富经验。
广东省中医院,于涛,针灸科,3.5,针灸治疗神经系统疾病、针灸止痛,主任医师，针灸科专科，在针灸治疗方面有丰富经验。
广东省中医院,吴山,中医按摩科,3.3,中医按摩科常见病、多发病诊治,主任医师，中医按摩科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,陈茵,中医儿科,3.4,儿童呼吸系统疾病、儿童消化系统疾病、儿童体质调理,主任医师，中医儿科专科，擅长运用中医中药治疗儿科疾病。
广东省中医院,胡向丹,中医妇产科,3.3,月经病、不孕症、更年期综合征,主任医师，中医妇产科专科，擅长运用中医中药治疗妇产科疾病。
广东省中医院,谈博,中医肝病科,3.5,病毒性肝炎、肝硬化、脂肪肝、肝癌,主任医师，肝病专科，从事肝病临床诊治工作多年。
广东省中医院,张思奋,中医肛肠科,3.5,痔疮、肛裂、肛瘘,主任医师，肛肠科专科，在肛肠疾病诊治方面有丰富经验。
广东省中医院,曹学伟,中医骨科,3.7,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广东省中医院,曾令烽,中医骨科,3.7,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广东省中医院,陈博来,中医骨科,3.8,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广东省中医院,陈海云,中医骨科,3.7,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广东省中医院,陈文治,中医骨科,3.5,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广东省中医院,程志安,中医骨科,3.8,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广东省中医院,邓晋丰,中医骨科,3.7,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广东省中医院,郭达,中医骨科,3.6,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广东省中医院,郭玉海,中医骨科,4.0,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广东省中医院,黄宪章,中医骨科,3.5,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广东省中医院,江涛,中医骨科,3.5,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广东省中医院,李万山,中医骨科,3.6,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广东省中医院,林定坤,中医骨科,3.8,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广东省中医院,牛维,中医骨科,3.8,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广东省中医院,潘建科,中医骨科,3.7,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广东省中医院,苏海涛,中医骨科,3.7,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广东省中医院,王炳南,中医骨科,3.6,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广东省中医院,王慧敏,中医骨科,3.6,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广东省中医院,谢杰伟,中医骨科,3.6,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广东省中医院,许少健,中医骨科,3.6,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广东省中医院,许树才,中医骨科,3.7,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广东省中医院,杨伟铭,中医骨科,3.5,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广东省中医院,韩云,中医呼吸科,3.5,中医呼吸科常见病、多发病诊治,主任医师，中医呼吸科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,何德平,中医呼吸科,3.4,中医呼吸科常见病、多发病诊治,主任医师，中医呼吸科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,李际强,中医呼吸科,3.5,中医呼吸科常见病、多发病诊治,主任医师，中医呼吸科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,吴蕾,中医呼吸科,3.5,中医呼吸科常见病、多发病诊治,主任医师，中医呼吸科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,李艳,中医精神科,3.3,中医精神科常见病、多发病诊治,主任医师，中医精神科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,成永明,中医科,3.5,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
广东省中医院,姜桂美,中医科,3.4,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
广东省中医院,徐国峰,中医科,3.6,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
广东省中医院,邓兆智,中医免疫内科,3.4,中医免疫内科常见病、多发病诊治,主任医师，中医免疫内科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,何羿婷,中医免疫内科,3.6,中医免疫内科常见病、多发病诊治,主任医师，中医免疫内科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,黄清春,中医免疫内科,3.6,中医免疫内科常见病、多发病诊治,主任医师，中医免疫内科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,黄闰月,中医免疫内科,3.5,中医免疫内科常见病、多发病诊治,主任医师，中医免疫内科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,白遵光,中医男科,3.4,中医男科常见病、多发病诊治,主任医师，中医男科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,陈志强,中医男科,3.4,中医男科常见病、多发病诊治,主任医师，中医男科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,林兆丰,中医男科,3.6,中医男科常见病、多发病诊治,主任医师，中医男科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,曾慧妍,中医内分泌,3.6,中医内分泌常见病、多发病诊治,主任医师，中医内分泌专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,范冠杰,中医内分泌,3.5,中医内分泌常见病、多发病诊治,主任医师，中医内分泌专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,刘振杰,中医内分泌,3.5,中医内分泌常见病、多发病诊治,主任医师，中医内分泌专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,宋薇,中医内分泌,3.5,中医内分泌常见病、多发病诊治,主任医师，中医内分泌专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,魏华,中医内分泌,3.5,中医内分泌常见病、多发病诊治,主任医师，中医内分泌专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,熊莉华,中医内分泌,3.6,中医内分泌常见病、多发病诊治,主任医师，中医内分泌专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,赵玲,中医内分泌,3.6,中医内分泌常见病、多发病诊治,主任医师，中医内分泌专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,陈达灿,中医皮肤科,3.4,中医皮肤科常见病、多发病诊治,主任医师，中医皮肤科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,黄咏菁,中医皮肤科,3.5,中医皮肤科常见病、多发病诊治,主任医师，中医皮肤科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,康旭,中医皮肤科,3.5,中医皮肤科常见病、多发病诊治,主任医师，中医皮肤科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,李红毅,中医皮肤科,3.6,中医皮肤科常见病、多发病诊治,主任医师，中医皮肤科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,卢传坚,中医皮肤科,3.6,中医皮肤科常见病、多发病诊治,主任医师，中医皮肤科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,吴元胜,中医皮肤科,3.5,中医皮肤科常见病、多发病诊治,主任医师，中医皮肤科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,朱培成,中医皮肤科,3.5,中医皮肤科常见病、多发病诊治,主任医师，中医皮肤科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,陈前军,中医乳腺外科,4.1,乳腺癌的早期诊断与综合治疗、乳腺良性疾病,主任医师，乳腺外科专科，在乳腺疾病诊治方面有丰富经验。
广东省中医院,洪宋贞,中医乳腺外科,3.7,乳腺癌的早期诊断与综合治疗、乳腺良性疾病,主任医师，乳腺外科专科，在乳腺疾病诊治方面有丰富经验。
广东省中医院,林毅,中医乳腺外科,3.8,乳腺癌的早期诊断与综合治疗、乳腺良性疾病,主任医师，乳腺外科专科，在乳腺疾病诊治方面有丰富经验。
广东省中医院,刘鹏熙,中医乳腺外科,4.1,乳腺癌的早期诊断与综合治疗、乳腺良性疾病,主任医师，乳腺外科专科，在乳腺疾病诊治方面有丰富经验。
广东省中医院,司徒红林,中医乳腺外科,3.9,乳腺癌的早期诊断与综合治疗、乳腺良性疾病,主任医师，乳腺外科专科，在乳腺疾病诊治方面有丰富经验。
广东省中医院,王志宇,中医乳腺外科,4.1,乳腺癌的早期诊断与综合治疗、乳腺良性疾病,主任医师，乳腺外科专科，在乳腺疾病诊治方面有丰富经验。
广东省中医院,许锐,中医乳腺外科,3.6,乳腺癌的早期诊断与综合治疗、乳腺良性疾病,主任医师，乳腺外科专科，在乳腺疾病诊治方面有丰富经验。
